Style,Style DescriptioItnem,Item DescriptioCnolor Color Descr Grid,Size,,,Variant,Made In,Department Gender,,Product FamilyProduct SubgroQutpy,,RRP,,Unit Price,Total Sell,WH Mov. Ref.,Carton No,EAN code,SKU Tariff code,,Unit Weight KG,Total Unit Weight,Material1 Material1 composition,Finish1 Material2,Material2 composition,,Finish2,Material3,,Material3 composition,Finish3,Lining Type,Lining Composition
597560,M4BA145F-399212538,,MIX WOOL/POLFY2A3M4  JACQUMAURLDTI INK,09 50,,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€4 95.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-510,CH-2022-000118086,7612501561701,6233507006 1034100,0.730,0.730,MIX WOOL/PMO1L:Y8A0WMV20NY,JACQUARD,,,,,,L1:CO
597560,M4BA145F-399212538,,MIX WOOL/POLFY2A3M4  JACQUMAURLDTI INK,09 54,,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€4 95.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-510,CH-2022-000118086,7612501561725,623350700461034100,0.730,0.730,MIX WOOL/PMO1L:Y80AWMV20NY,JACQUARD,,,,,,L1:CO
601451,JARMO 25281,,CALF GRAINEDF077,0300 WHITE 34 5,,,E,CN,Shoes MENS,,SHOES SANDAL,1,,€2 50.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-511,CH-2022-000124268,7612506455494,623769800964039992,0.750,0.750,CALF TO:Calf,GRAINED,,,,,,L1:Calf
601451,JARMO 25281,,CALF GRAINEDF077,0300 WHITE 34 6,,,E,CN,Shoes MENS,,SHOES SANDAL,1,,€2 50.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-511,CH-2022-000124268,7612506455500,623769800864039992,0.750,0.750,CALF TO:Calf,GRAINED,,,,,,L1:Calf
601451,JARMO 25281,,CALF GRAINEDF077,0300 WHITE 34 7,,,E,CN,Shoes MENS,,SHOES SANDAL,2,,€2 50.00,,,€,4 5.00,€,90.00,WFCH01/2023/03/1846-511,CH-2022-000124268,7612506455517,623769800764039992,0.750,1.500,CALF TO:Calf,GRAINED,,,,,,L1:Calf
596871,M4BA136F-397178795,,MIX POLYESTERF 0B0O0NDED,BLACK 09 50,,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-512,CH-2022-000124283,7612501230768,6229195006 2034300,0.494,0.494,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,,,,,,L1:PL
596871,M4BA136F-397178795,,MIX POLYESTERF 0B0O0NDED,BLACK 09 58,,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-512,CH-2022-000124283,7612501230805,622919500262034300,0.494,0.494,MIX POLYESTME1R:46PL28WO24CO02EA,BONDED,,,,,,L1:PL
597039,LAIKA SUZY.EX 21946,,WATERSNAKE MF0A5T4T,MULTICOLOR 23 1,,,,IT,Accessories LADIES,,ACC SLG MINIBAG,3,,€280.00,,,€,5 0.40,€,1 51.20,WFCH01/2023/03/1846-513,CH-2022-000124288,7612501250827,623000400142022100,0.118,0.354,WATERSNAKME1:100%KingRatSnake,MATT CALF,M2:100%Bovine,,,EMBOSSED,M3:100%Calf,LN:100%Cotton
600582,L7GM483T-6S20414740,,SILK PRINTED F503,LINO 16 1,,,,IT,Ready to WearLADIES,,RTW ACCESSORCIAERSRE ?,1,,€2 30.00,,,€,4 1.40,€,41.40,WFCH01/2023/03/1846-514,CH-2022-000124290,7612506438282,623750800162141000,0.051,0.051,SILK Silk,PRINTED,,,,,,
601444,VAYRON-T 25306,,CALF PLAIN F100,BLACK 34 9,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-515,CH-2022-000100478,7612506352786,623777001164039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
601444,VAYRON-T 25307,,CALF SUEDE F200,BLACK 34 6,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-516,CH-2022-000124265,7612506398753,623777101764039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
601444,VAYRON-T 25307,,CALF SUEDE F200,BLACK 34 9,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-516,CH-2022-000124265,7612506398814,623777101164039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
596871,M4BA136F-397178795,,MIX POLYESTERF 0B0O0NDED,BLACK 09 48,,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-517,CH-2022-000124284,7612501230751,622919500762034300,0.494,0.494,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,,,,,,L1:PL
600231,M7GM461T-8J4049106,,MIX WOOL JACFQ3U2A0RD,DOVE 11 1,,,,IT,Ready to WearMENS,,RTW ACCESSORSICEASRF,5,,€1 60.00,,,€,2 8.80,€,1 44.00,WFCH01/2023/03/1846-518,CH-2022-000124287,7612501951632,623491700161171090,0.089,0.445,MIX WOOL M1:62VI19WO19SE,JACQUARD,,,,,,
583206,B BUCKLE 35 M0.T6827,,MIX COTTON/SFY5N6T6 STRIPERDED BALLY/BEI1G9E,105,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE,1,,€195.00,,,€,3 5.10,€,35.10,WFCH01/2023/03/1846-519,CH-2022-000100452,7612510506717,622145000462171010,0.247,0.247,MIX COTTONM/1S:YPNCT70PP30,STRIPED CALF,M2:100%Bovine,,,PLAIN,,
596725,CAGE.T 21493,,NYLON FABRICF070,BLACK 20 1,,,,IT,Accessories MENS,,ACC LLG SLING BAG,1,,€5 95.00,,,€,1 07.10,€,1 07.10,WFCH01/2023/03/1846-520,CH-2022-000100465,7612501241832,622878400142029200,0.582,0.582,NYLON M1:PL55PA45,FABRIC CALF,M2:100%Bovine,,,PLAIN,M3:NY81PE19,LN:100%Polyester
600261,PAIPEL 21801,,DEER GRAINEDF066,44701 INK 15 34 7,,,F,IT,Shoes MENS,,SHOES DRIVER,1,,€420.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-521,CH-2022-000100468,7612501606457,623444503264039992,0.730,0.730,DEER M1:100%Deer,GRAINEDSYNTHETIC,M2:100%Polyethylene,,,FABRIC,,LN:100%Calf
602081,JANELLE-MONO25528,,CALF PLAIN F022,42800 MIDNIGH0T5 21 35.5,,,E,IT,Shoes LADIES,,SHOES SLIPPER,1,,€520.00,,,€,9 3.60,€,93.60,WFCH01/2023/03/1846-522,CH-2022-000100468,7612506360712,623784201464035993,0.514,0.514,CALF M1:100%Calf,PLAIN,,,,,,LN:100%Goat
602081,JANELLE-MONO25528,,CALF PLAIN F022,42800 MIDNIGH0T5 21 40,,,E,IT,Shoes LADIES,,SHOES SLIPPER,1,,€520.00,,,€,9 3.60,€,93.60,WFCH01/2023/03/1846-522,CH-2022-000100468,7612506360804,623784200564035993,0.514,0.514,CALF M1:100%Calf,PLAIN,,,,,,LN:100%Goat
599418,CARLY W 21645,,CALF PLAIN F110,BLACK 23 1,,,,IT,Accessories LADIES,,ACC SLG BUSINESS CARD HOLDER1,,,€195.00,,,€,3 5.10,€,35.10,WFCH01/2023/03/1846-523,CH-2022-000110618,7612501926371,623518600142023100,0.041,0.041,CALF M1:100%Calf,PLAIN CALF,,,,,,LN:PL68PU32
598891,JACKIE 45 23864,,CALF PLAIN F108,03015 BONE 1505 40,,,E,IT,Shoes LADIES,,SHOES PUMP,1,,€495.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-524,CH-2022-000118078,7612501375384,623109300564035993,0.548,0.548,CALF M1:100%Calf,PLAIN CALF,M2:100%Calf,,,PLAIN,M3:100%Goat,LN:100%Goat
601444,VAYRON-T 25307,,CALF SUEDE F200,BLACK 34 10,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-525,CH-2022-000124276,7612506398838,623777100964039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
601444,VAYRON-T 25307,,CALF SUEDE F200,BLACK 34 9.5,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-525,CH-2022-000124276,7612506398821,623777101064039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
600231,M7GM461T-8J4049106,,MIX WOOL JACFQ3U2A0RD,DOVE 11 1,,,,IT,Ready to WearMENS,,RTW ACCESSORSICEASRF,4,,€1 60.00,,,€,2 8.80,€,1 15.20,WFCH01/2023/03/1846-526,CH-2022-000124286,7612501951632,623491700161171090,0.089,0.356,MIX WOOL M1:62VI19WO19SE,JACQUARD,,,,,,
597902,L5BA424F-214501740,,SILK PRINTED F161,01551 MULTI C1A5ILLOU 38,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSHIRT,1,,€5 95.00,,,€,1 07.10,€,1 07.10,WFCH01/2023/03/1846-527,CH-2022-000124286,7612501559432,6233339006 2061090,0.232,0.232,SILK M1:Silk,PRINTED,M2:Silk,,,,,
597902,L5BA424F-214501740,,SILK PRINTED F161,01551 MULTI C1A5ILLOU 42,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSHIRT,1,,€5 95.00,,,€,1 07.10,€,1 07.10,WFCH01/2023/03/1846-527,CH-2022-000124286,7612501559456,623333900462061090,0.232,0.232,SILK M1:Silk,PRINTED,M2:Silk,,,,,
596336,CURIUS.TSP 18503,,CALF GRAINEDF000,BLACK 20 1,,,,IT,Accessories MENS,,ACC LLG BUSINESS BAG,2,,€850.00,,,€,1 53.00,€,3 06.00,WFCH01/2023/03/1846-528,CH-2022-000100465,7612501245854,622868400142021100,1.086,2.172,CALF M1:100%Calf,GRAINEDCALF,M2:100%Calf,,,PLAIN,M3:100%Calf,LN:100%Cotton
601948,BYLLET 25277,,CALF RUBBER-CFO00A0TED,BLACK 02 41,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€370.00,,,€,6 6.60,€,66.60,WFCH01/2023/03/1846-529,CH-2022-000100469,7612506376058,6237718006 4039992,0.711,0.711,CALF M1:100%Calf,RUBBER-COALAFTED,M2:100%Calf,,,PLAIN,M3:100%Calf,LN:100%Calf
600466,DARCIE FLAT 25398,,LAMB PLAIN F200,0100 BLACK 05 36,,,E,IT,Shoes LADIES,,SHOES SLIPPER,2,,€490.00,,,€,8 8.20,€,1 76.40,WFCH01/2023/03/1846-530,CH-2022-000100476,7612506389300,623784801364035993,0.296,0.592,LAMB M1:100%Lamb,PLAIN,,,,,,LN:100%Goat
600466,DARCIE FLAT 25398,,LAMB PLAIN F200,0100 BLACK 05 37,,,E,IT,Shoes LADIES,,SHOES SLIPPER,1,,€490.00,,,€,8 8.20,€,88.20,WFCH01/2023/03/1846-530,CH-2022-000100476,7612506389324,623784801164035993,0.296,0.296,LAMB M1:100%Lamb,PLAIN,,,,,,LN:100%Goat
600466,DARCIE FLAT 25398,,LAMB PLAIN F200,0100 BLACK 05 38,,,E,IT,Shoes LADIES,,SHOES SLIPPER,1,,€490.00,,,€,8 8.20,€,88.20,WFCH01/2023/03/1846-530,CH-2022-000100476,7612506389348,623784800964035993,0.296,0.296,LAMB M1:100%Lamb,PLAIN,,,,,,LN:100%Goat
602155,CARLY W.KP 25407,,BOVINE EMBOSFS1E0D4,01409 ROCCIA 2503 1,,,,IT,Accessories LADIES,,ACC SLG BUSINESS CARD HOLDER5,,,€240.00,,,€,4 3.20,€,2 16.00,WFCH01/2023/03/1846-531,CH-2022-000110615,7612506419267,623699200142023100,0.044,0.220,BOVINE M1:100%Calf,EMBOSSECDALF,M2:100%Calf,,,,,LN:PL68PU32
596278,L5LR392K-8S02010362,,WOOL KNITWEFA7R71,DUSTY MARINE15 38,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSWEATER,1,,€3 50.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-532,CH-2022-000110618,7612501249838,6229310006 1101100,0.247,0.247,WOOL Wool,KNITWEAR,,,,,,
596278,L5LR392K-8S02010362,,WOOL KNITWEFA7R71,DUSTY MARINE15 40,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSWEATER,1,,€3 50.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-532,CH-2022-000110618,7612501249845,622931000561101100,0.247,0.247,WOOL Wool,KNITWEAR,,,,,,
600003,M3OU400F-9B10981.6O3,,MIX POLYAMIDFE7 B1O0NDED BLUE,09 52,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€665.00,,,€,1 19.70,€,1 19.70,WFCH01/2023/03/1846-533,CH-2022-000116337,7612501614599,623431100562014000,1.352,1.352,MIX POLYAMMID1E:42PL37NY14PU07EA,BONDED,,,,,,L1:CO
601969,PARMEL 25324,,BOVINE GRAINEF4D75,46610 FLOW 2134 9,,,F,IT,Shoes MENS,,SHOES DRIVER,1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-534,CH-2022-000118063,7612506391914,623795202864039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF,M2:100%Calf,,,PLAIN,M3:100%Polyethylene,LN:100%Calf
596613,L5LR408K-8S03061369,,CASHMERE KNIFT1W08EAR,BONE 15 42,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSWEATER,2,,€3 50.00,,,€,6 3.00,€,1 26.00,WFCH01/2023/03/1846-535,CH-2022-000118081,7612501249920,622931600461101200,0.257,0.514,CASHMERE Wool,KNITWEAR,,,,,,
596613,L5LR408K-8S03061369,,CASHMERE KNIFT1W08EAR,BONE 15 44,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSWEATER,2,,€3 50.00,,,€,6 3.00,€,1 26.00,WFCH01/2023/03/1846-535,CH-2022-000118081,7612501249937,622931600361101200,0.257,0.514,CASHMERE Wool,KNITWEAR,,,,,,
601444,VAYRON-T 25305,,CALF PLAIN F015,46610 FLOW 2134 7,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€400.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-536,CH-2022-000124266,7612506376386,623776901564039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
601444,VAYRON-T 25305,,CALF PLAIN F015,46610 FLOW 2134 7.5,,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€400.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-536,CH-2022-000124266,7612506376393,623776901464039992,0.849,0.849,CALF M1:100%Calf,PLAIN SYNTHETIC,M2:100%Polyester,,,FABRIC,M3:100%Calf,LN:100%Calf
602003,JAQUES 25329,,CALF PLAIN F013,76614 CUERO 2511 41,,,F,IT,Shoes MENS,,SHOES SANDAL,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-537,CH-2022-000124273,7612506456750,623806301164039992,0.632,0.632,CALF M1:100%Calf,PLAIN,,,,,,LN:100%Calf
602003,JAQUES 25329,,CALF PLAIN F013,76614 CUERO 2511 42,,,F,IT,Shoes MENS,,SHOES SANDAL,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-537,CH-2022-000124273,7612506456774,623806300964039992,0.632,0.632,CALF M1:100%Calf,PLAIN,,,,,,LN:100%Calf
596892,ASTOR 35 M.TR24481,,CALF EMBOSSEFD380,BLACK 19 110,,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE,6,,€295.00,,,€,5 3.10,€,3 18.60,WFCH01/2023/03/1846-538,CH-2022-000124281,7612501929204,623521700142033000,0.198,1.188,CALF M1:100%Calf,EMBOSSECDALF,M2:100%Bovine,,,SUEDE,,LN:100%BullSplit
600675,BLASS.BI.IFL 20719,,CALF EMBOSSEFD037,MULTI BLUE SK2Y0 1,,,,BG,Accessories MENS,,ACC SLG PHONE WALLET,36,,€395.00,,,€,7 1.10,€,"2 ,559.60",WFCH01/2023/03/1846-539,CH-2022-000100448,7612501805409,623639300142023100,0.222,7.992,CALF EX:Calf,EMBOSSECDALF,,,,,,LN:53Polyester47Nylon Rec.
595179,COSMY.TSP 18503,,CALF GRAINEDF000,BLACK 20 1,,,,IT,Accessories MENS,,ACC LLG CROSS BODY,2,,€7 50.00,,,€,1 35.00,€,2 70.00,WFCH01/2023/03/1846-540,CH-2022-000100465,7612510860642,622630500142022100,0.864,1.728,CALF M1:100%Calf,GRAINEDCALF,M2:100%Calf,,,PLAIN,M3:100%Calf,LN:100%Cotton
597468,HUYA 22464,,BOVINE PLAIN F027,44701 INK 15 20 1,,,,CN,Accessories MENS,,ACC LLG CROSS BODY,1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-541,CH-2022-000100479,7612501943491,623543500142022100,0.503,0.503,BOVINE M1:100%Bovine,PLAIN SYNTHETIC,M2:100%Nylon,,,,M3:PA80PL20,LN:100%Nylon Recycled
597995,BHORIS 22542,,SYNTHETIC FABFR0I5C7,BLUESKY/CAILL2O0U/KIKU 1,,,,IT,Accessories MENS,,ACC SLG KEY HOLDER,3,,€7 0.00,,,€,1 2.60,€,37.80,WFCH01/2023/03/1846-542,CH-2022-000100481,7612501481412,623199200142023290,0.030,0.090,SYNTHETIC M1:100%Polyester,FABRIC CALF,M2:100%Calf,,,,,
596171,M3BA327F-520021508,,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09 46,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-543,CH-2022-000110604,7612501236173,622911700862014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,,,L1:PL
596171,M3BA327F-520021508,,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09 48,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-543,CH-2022-000110604,7612501236180,622911700762014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,,,L1:PL
596171,M3BA327F-520021508,,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09 50,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-543,CH-2022-000110604,7612501236197,6229117006 2014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,,,L1:PL
596171,M3BA327F-520021508,,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09 52,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-543,CH-2022-000110604,7612501236203,622911700562014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,,,L1:PL
596171,M3BA327F-520021508,,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09 54,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-543,CH-2022-000110604,7612501236210,622911700462014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,,,L1:PL
596171,M3BA327F-520021508,,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09 58,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-543,CH-2022-000110604,7612501236234,622911700262014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,,,L1:PL
601988,L7GM518F-9S25041740,,SILK PRINTED F000,BLACK 16 1,,,,IT,Ready to WearLADIES,,RTW ACCESSORCIAESRRE ?,1,,€2 30.00,,,€,4 1.40,€,41.40,WFCH01/2023/03/1846-544,CH-2022-000110614,7612506438688,623751500162141000,0.064,0.064,SILK Silk,PRINTED,,,,,,
599226,M3BA387F-431204432,,MIX WOOL/POLFY0 0S0OLID,BLACK 09 46,,,,IT,Ready to WearMENS,,RTW CLOTHINGJACKET,1,,"€ 1 ,100.00",,,€,1 98.00,€,1 98.00,WFCH01/2023/03/1846-545,CH-2022-000116336,7612501791825,623574900862033100,2.596,2.596,MIX WOOL/PMO1L:Y75WO22NY03CashmerSeOLID,,,,,,,L1:CO
599226,M3BA387F-431204432,,MIX WOOL/POLFY0 0S0OLID,BLACK 09 48,,,,IT,Ready to WearMENS,,RTW CLOTHINGJACKET,1,,"€ 1 ,100.00",,,€,1 98.00,€,1 98.00,WFCH01/2023/03/1846-545,CH-2022-000116336,7612501791832,623574900762033100,2.596,2.596,MIX WOOL/PMO1L:Y75WO22NY03CashmerSeOLID,,,,,,,L1:CO
599226,M3BA387F-431204432,,MIX WOOL/POLFY0 0S0OLID,BLACK 09 50,,,,IT,Ready to WearMENS,,RTW CLOTHINGJACKET,2,,"€ 1 ,100.00",,,€,1 98.00,€,3 96.00,WFCH01/2023/03/1846-545,CH-2022-000116336,7612501791849,6235749006 2033100,2.596,5.192,MIX WOOL/PMO1L:Y75WO22NY03CashmerSeOLID,,,,,,,L1:CO
580283,BA1B588-5116.0O0866,,POLYAMIDE TEFC0H0N0O FABRBICLACK,09 52,,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€875.00,,,€,1 57.50,€,1 57.50,WFCH01/2023/03/1846-546,CH-2022-000116336,7612509037635,619631100562014000,0.592,0.592,POLYAMIDEM1:Polyamide,TECHNO FABRIC,,,,,,
602107,ELLIN 20-CAGE25541,,COTTON FABRIFC019,0301 NATURAL05 39,,,E,IT,Shoes LADIES,,SHOES ZOCCOLO,1,,€470.00,,,€,8 4.60,€,84.60,WFCH01/2023/03/1846-547,CH-2022-000118066,7612506366059,623812600464039992,0.671,0.671,COTTON TO:74Calf26Cotton,FABRIC CALF,,,,LASERED,,L1:Goat
599811,BERNA 24596,,CALF GRAINEDF000,WHITE/TSP BLA0C5K-BONE 37,,,E,CN,Shoes LADIES,,SHOES SNEAKER,1,,€350.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-548,CH-2022-000118093,7612501932068,623470701164039993,0.434,0.434,CALF M1:100%Calf,GRAINEDCALF,M2:100%Calf,,,SUEDE,M3:100%Calf,LN:100%Calf
599811,BERNA 24596,,CALF GRAINEDF000,WHITE/TSP BLA0C5K-BONE 38,,,E,CN,Shoes LADIES,,SHOES SNEAKER,1,,€350.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-548,CH-2022-000118093,7612501932082,623470700964039993,0.434,0.434,CALF M1:100%Calf,GRAINEDCALF,M2:100%Calf,,,SUEDE,M3:100%Calf,LN:100%Calf
599811,BERNA 24596,,CALF GRAINEDF000,WHITE/TSP BLA0C5K-BONE 39,,,E,CN,Shoes LADIES,,SHOES SNEAKER,1,,€350.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-548,CH-2022-000118093,7612501932105,623470700764039993,0.434,0.434,CALF M1:100%Calf,GRAINEDCALF,M2:100%Calf,,,SUEDE,M3:100%Calf,LN:100%Calf
598992,M7GM446F-9P10866208,,MIX VISC/COTTFO0N94 JACQUACRHDARCOAL,11 1,,,,IT,Ready to WearMENS,,RTW ACCESSORSICEASRF,1,,€1 50.00,,,€,2 7.00,€,27.00,WFCH01/2023/03/1846-549,CH-2022-000118079,7612501562357,623359800161171090,0.207,0.207,MIX VISC/COMT1T:O5N5CO24WO21SE,JACQUARD,,,,,,
601451,JARMO 25281,,CALF GRAINEDF077,0300 WHITE 34 6,,,E,CN,Shoes MENS,,SHOES SANDAL,4,,€2 50.00,,,€,4 5.00,€,1 80.00,WFCH01/2023/03/1846-550,CH-2022-000124267,7612506455500,623769800864039992,0.750,3.000,CALF TO:Calf,GRAINED,,,,,,L1:Calf
601451,JARMO 25281,,CALF GRAINEDF077,0300 WHITE 34 7,,,E,CN,Shoes MENS,,SHOES SANDAL,6,,€2 50.00,,,€,4 5.00,€,2 70.00,WFCH01/2023/03/1846-550,CH-2022-000124267,7612506455517,623769800764039992,0.750,4.500,CALF TO:Calf,GRAINED,,,,,,L1:Calf
601451,JARMO 25281,,CALF GRAINEDF077,0300 WHITE 34 8,,,E,CN,Shoes MENS,,SHOES SANDAL,1,,€2 50.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-550,CH-2022-000124267,7612506455524,6237698006 4039992,0.750,0.750,CALF TO:Calf,GRAINED,,,,,,L1:Calf
601976,L7GT506F-8S47213478,,WOOL SOLID F626,PASSION 21 16 1,,,,IT,Ready to WearLADIES,,RTW ACCESSORSICEASRF,4,,€2 70.00,,,€,4 8.60,€,1 94.40,WFCH01/2023/03/1846-551,CH-2022-000124285,7612506398005,623753800162142000,0.350,1.400,WOOL M1:95WO05Cashmere,SOLID,,,,,,
594101,L9PO031L-1S01060238,,LAMB NAPPA F182,LIPSTICK 50 13 6.5,,,,IT,Ready to WearLADIES,,RTW ACCESSORGIELOS VES,1,,€2 50.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-552,CH-2022-000110618,7612501563606,623345700642032900,0.188,0.188,LAMB M1:Lamb,NAPPA,,,,,,L1:70WO30Cashmere
597552,M0BA161F-527025590,,MIX COTTON MFA1C8K4INTOSHINK/BALLY RED09,52,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-553,CH-2022-000116340,7612501550071,623347000562013000,0.869,0.869,MIX COTTONM1:Cotton,MACKINTOSH,,,,,,
595014,JANELLE BAG 21391,,CALF PLAIN F106,25408 CHERI 1923 1,,,,IT,Accessories LADIES,,ACC LLG SHOULDER BAG,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-554,CH-2022-000118091,7612501234377,622967300142022100,0.494,0.494,CALF M1:100%Calf,PLAIN,,,,,,LN:LI51CO49
600216,ON THE GO DU2F4FL3E82,,FABRIC FABRICF010,BLACK 20 1,,,,CN,Accessories MENS,,ACC LLG DUFFLE,17,,€6 30.00,,,€,1 13.40,€,"1 ,927.80",WFCH01/2023/03/1846-555,CH-2022-000124256,7612501930101,623548000142029200,0.750,12.750,FABRIC EX:72Nylon18PolyurethaneF0A5BRoIvCineB0O4PVoINlyEester01Polyester Rec.,,,,,,,LN:Polyester
596997,L7GM410F-6S24014740,,SILK PRINTED F750,INK 15 16 1,,,,IT,Ready to WearLADIES,,RTW ACCESSORCIAERSRE ?,2,,€2 30.00,,,€,4 1.40,€,82.80,WFCH01/2023/03/1846-556,CH-2022-000118079,7612501240248,622935000162141000,0.053,0.106,SILK Silk,PRINTED,,,,,,
