Style,Style DescriptioItnem,Item DescriptioCnolor Color Descr Grid,Size,,,Variant,Made In,Department Gender,,Product FamilyProduct SubgroQutpy,,RRP,,Unit Price,Total Sell,WH Mov. Ref.,Carton No,EAN code,SKU Tariff code,,Unit Weight KG,Total Unit Weight,Material1 Material1 composition,Finish1 Material2,Material2 composition,,Finish2,Material3,,Material3 composition,Finish3,Lining Type,Lining Composition
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,52,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,2,,€3 95.00,,,€,7 1.10,€,1 42.20,WFCH01/2023/03/1846-173,CH-2022-000124284,7612501783707,623579800561101100,0.227,0.454,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,54,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,2,,€3 95.00,,,€,7 1.10,€,1 42.20,WFCH01/2023/03/1846-173,CH-2022-000124284,7612501783714,623579800461101100,0.227,0.454,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,56,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 95.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-173,CH-2022-000124284,7612501783721,623579800361101100,0.227,0.227,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
599024,L7GM457F-6S24041740,,SILK PRINTED F182,LIPSTICK 50,16,1,,,IT,Ready to WearLADIES,,RTW ACCESSORHIEAST,1,,€1 30.00,,,€,2 3.40,€,23.40,WFCH01/2023/03/1846-174,CH-2022-000124284,7612501561503,623342200165069990,0.039,0.039,SILK Silk,PRINTED,,,,,,,
600675,BLASS.BI.IFL 20719,,CALF EMBOSSEFD037,MULTI BLUE SK2Y0,,1,,,BG,Accessories MENS,,ACC SLG PHONE WALLET,36,,€395.00,,,€,7 1.10,€,"2 ,559.60",WFCH01/2023/03/1846-175,CH-2022-000100446,7612501805409,623639300142023100,0.222,7.992,CALF EX:Calf,EMBOSSECDALF,,,,,,,LN:53Polyester47Nylon Rec.
601117,GLARIS 25537,,CALF PLAIN F000,0100 BLACK,05,35,,E,IT,Shoes LADIES,,SHOES BOOTIE,1,,€695.00,,,€,1 25.10,€,1 25.10,WFCH01/2023/03/1846-176,CH-2022-000118094,7612506358375,623813001564035100,0.987,0.987,CALF M1:100%Calf,PLAIN,,,,,,,LN:100%Goat
601117,GLARIS 25537,,CALF PLAIN F000,0100 BLACK,05,41,,E,IT,Shoes LADIES,,SHOES BOOTIE,2,,€695.00,,,€,1 25.10,€,2 50.20,WFCH01/2023/03/1846-176,CH-2022-000118094,7612506358498,623813000364035100,0.987,1.974,CALF M1:100%Calf,PLAIN,,,,,,,LN:100%Goat
601117,GLARIS 25537,,CALF PLAIN F000,0100 BLACK,05,42,,E,IT,Shoes LADIES,,SHOES BOOTIE,1,,€695.00,,,€,1 25.10,€,1 25.10,WFCH01/2023/03/1846-176,CH-2022-000118094,7612506358511,623813000164035100,0.987,0.987,CALF M1:100%Calf,PLAIN,,,,,,,LN:100%Goat
592609,M5LR402K-8S01040136,,WOOL KNITS 16FG361,CAMEL,09,48,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 95.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-177,CH-2022-000118082,7612510697842,622345600761101100,0.395,0.395,WOOL Wool,KNITS 16G,,,,,,,
591992,AMBER W 19966,,CALF PLAIN F005,CAILLOU 19,23,1,,,IT,Accessories LADIES,,ACC SLG FRENCH,1,,€395.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-178,CH-2022-000118082,7612501240958,623002000142023100,0.168,0.168,CALF M1:100%Calf,PLAIN,,,,,,,LN:100%Calf
596172,M3BA328F-523030866,,POLYAMIDE TEFC0H0N0O FABRBICLACK,,09,54,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-179,CH-2022-000118086,7612501243218,622955100462014000,1.086,1.086,POLYAMIDEM1:Polyester,TECHNO FABRIC,,M2:Polyurethane,,,,,L1:PL/L2:NY/L3:50PL50NY/L5:PL
596172,M3BA328F-523030866,,POLYAMIDE TEFC0H0N0O FABRBICLACK,,09,56,,,IT,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-179,CH-2022-000118086,7612501243225,622955100362014000,1.086,1.086,POLYAMIDEM1:Polyester,TECHNO FABRIC,,M2:Polyurethane,,,,,L1:PL/L2:NY/L3:50PL50NY/L5:PL
601953,GISMO-T-WG 25289,,CALF SUEDE F108,DUSTY WHITE/L3I4PSTICK,,10,,E,CN,Shoes MENS,,SHOES SNEAKER,3,,€330.00,,,€,5 9.40,€,1 78.20,WFCH01/2023/03/1846-180,CH-2022-000124274,7612506327821,623772900964039992,0.809,2.427,CALF M1:100%Calf,SUEDE CALF,,M2:100%Calf,,PLAIN,M3:100%Polyester,,LN:100%Calf
601953,GISMO-T-WG 25289,,CALF SUEDE F108,DUSTY WHITE/L3I4PSTICK,,11,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€330.00,,,€,5 9.40,€,59.40,WFCH01/2023/03/1846-180,CH-2022-000124274,7612506327845,623772900764039992,0.809,0.809,CALF M1:100%Calf,SUEDE CALF,,M2:100%Calf,,PLAIN,M3:100%Polyester,,LN:100%Calf
601953,GISMO-T-WG 25289,,CALF SUEDE F108,DUSTY WHITE/L3I4PSTICK,,6,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€330.00,,,€,5 9.40,€,59.40,WFCH01/2023/03/1846-180,CH-2022-000124274,7612506327746,623772901764039992,0.809,0.809,CALF M1:100%Calf,SUEDE CALF,,M2:100%Calf,,PLAIN,M3:100%Polyester,,LN:100%Calf
601953,GISMO-T-WG 25289,,CALF SUEDE F108,DUSTY WHITE/L3I4PSTICK,,7,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€330.00,,,€,5 9.40,€,59.40,WFCH01/2023/03/1846-180,CH-2022-000124274,7612506327760,623772901564039992,0.809,0.809,CALF M1:100%Calf,SUEDE CALF,,M2:100%Calf,,PLAIN,M3:100%Polyester,,LN:100%Calf
601953,GISMO-T-WG 25289,,CALF SUEDE F108,DUSTY WHITE/L3I4PSTICK,,8,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€330.00,,,€,5 9.40,€,59.40,WFCH01/2023/03/1846-180,CH-2022-000124274,7612506327784,623772901364039992,0.809,0.809,CALF M1:100%Calf,SUEDE CALF,,M2:100%Calf,,PLAIN,M3:100%Polyester,,LN:100%Calf
601953,GISMO-T-WG 25289,,CALF SUEDE F108,DUSTY WHITE/L3I4PSTICK,,9,,E,CN,Shoes MENS,,SHOES SNEAKER,2,,€330.00,,,€,5 9.40,€,1 18.80,WFCH01/2023/03/1846-180,CH-2022-000124274,7612506327807,623772901164039992,0.809,1.618,CALF M1:100%Calf,SUEDE CALF,,M2:100%Calf,,PLAIN,M3:100%Polyester,,LN:100%Calf
587738,SHIFF 35 M.S 17701,,CALF PRINTED F050,BLACK,19,110,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE/REVERSIB1L0,,,€250.00,,,€,4 5.00,€,4 50.00,WFCH01/2023/03/1846-181,CH-2022-000124281,7612510051323,621499700142033000,0.168,1.680,CALF M1:100%Bull,PRINTEDCALF,,M2:100%Bull,,PRINTED,,,
600991,ACKLES 35 M 25175,,BOVINE EMBOSFS4E8D0,BLACK,19,110,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE/REVERSIBL4,,,€290.00,,,€,5 2.20,€,2 08.80,WFCH01/2023/03/1846-182,CH-2022-000124288,7612506331019,623739900142033000,0.198,0.792,BOVINE M1:100%Calf,EMBOSSEBDOVINE SPLIMT 2:YB92PU08,,,,,,,
596897,COPPER 40 M.T22541,,SYNTHETIC FABFR4I8C0,BLACK/BONE/R1E9D+BLACK 105,,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE,4,,€160.00,,,€,2 8.80,€,1 15.20,WFCH01/2023/03/1846-183,CH-2022-000100452,7612501248770,622909500462171090,0.197,0.788,SYNTHETIC M1:NY81PE19,FABRIC CALF,,M2:100%Calf,,,,,
596897,COPPER 40 M.T22541,,SYNTHETIC FABFR4I8C0,BLACK/BONE/R1E9D+BLACK 90,,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE,1,,€160.00,,,€,2 8.80,€,28.80,WFCH01/2023/03/1846-183,CH-2022-000100452,7612501248749,622909500762171090,0.197,0.197,SYNTHETIC M1:NY81PE19,FABRIC CALF,,M2:100%Calf,,,,,
596897,COPPER 40 M.T22541,,SYNTHETIC FABFR4I8C0,BLACK/BONE/R1E9D+BLACK 95,,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE,7,,€160.00,,,€,2 8.80,€,2 01.60,WFCH01/2023/03/1846-183,CH-2022-000100452,7612501248756,6229095006 2171090,0.197,1.379,SYNTHETIC M1:NY81PE19,FABRIC CALF,,M2:100%Calf,,,,,
601477,BIARA-I 25450,,GOAT INTERLACF0E0D5,03015 BONE 1505,,37,,E,CN,Shoes LADIES,,SHOES SNEAKER,1,,€450.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-184,CH-2022-000100477,7612506369524,623778600564039992,0.533,0.533,GOAT M1:100%Goat,INTERLACCEADLF,,M2:100%Calf,,PLAIN,,,LN:100%Calf
601969,PARMEL 25324,,BOVINE GRAINEF4D70,0100 BLACK,34,8,,F,IT,Shoes MENS,,SHOES DRIVER,1,,€420.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-185,CH-2022-000118066,7612506446102,623795103064039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF,,M2:100%Calf,,PLAIN,M3:100%Polyethylene,,LN:100%Calf
596281,L4LR215K-8S02010362,,WOOL KNITWEFA7R50,INK 15,15,38,,,IT,Ready to WearLADIES,,RTW CLOTHINGTROUSERS,1,,€5 50.00,,,€,9 9.00,€,99.00,WFCH01/2023/03/1846-186,CH-2022-000118092,7612501547880,6233332006 1046100,0.543,0.543,WOOL Wool,KNITWEAR,,,,,,,
596281,L4LR215K-8S02010362,,WOOL KNITWEFA7R50,INK 15,15,40,,,IT,Ready to WearLADIES,,RTW CLOTHINGTROUSERS,1,,€5 50.00,,,€,9 9.00,€,99.00,WFCH01/2023/03/1846-186,CH-2022-000118092,7612501547897,623333200561046100,0.543,0.543,WOOL Wool,KNITWEAR,,,,,,,
596281,L4LR215K-8S02010362,,WOOL KNITWEFA7R50,INK 15,15,42,,,IT,Ready to WearLADIES,,RTW CLOTHINGTROUSERS,1,,€5 50.00,,,€,9 9.00,€,99.00,WFCH01/2023/03/1846-186,CH-2022-000118092,7612501547903,623333200461046100,0.543,0.543,WOOL Wool,KNITWEAR,,,,,,,
600583,L7GM484T-6S20414740,,SILK PRINTED F702,BONE/SILK ROS1E6,,1,,,IT,Ready to WearLADIES,,RTW ACCESSORCIAERSRE ?,1,,€2 30.00,,,€,4 1.40,€,41.40,WFCH01/2023/03/1846-187,CH-2022-000118082,7612501951809,623497800162141000,0.059,0.059,SILK Silk,PRINTED,,,,,,,
600004,M3OU401F-9S220408.2O7,,NYLON QUILTEFD580,MILITARE,09,50,,,RO,Ready to WearMENS,,RTW CLOTHINGBOMBER/BLOUSON,1,,€750.00,,,€,1 35.00,€,1 35.00,WFCH01/2023/03/1846-188,CH-2022-000118086,7612501603777,6234313006 2024000,0.494,0.494,NYLON Nylon,QUILTED,,,,,,,
596744,GALEN 22364,,BOVINE EMBOSFS0E1D1,COFFEE 16,20,1,,,BG,Accessories MENS,,ACC SLG TRAVEL WALLET,4,,€395.00,,,€,7 1.10,€,2 84.40,WFCH01/2023/03/1846-189,CH-2022-000124282,7612501242044,622896900142023100,0.253,1.012,BOVINE M1:100%Bovine,EMBOSSECDALF,,M2:100%Calf,,,,,LN:100%Polyester
599022,L7GM454F-6S24014740,,SILK PRINTED F123,MULTIBONE,16,1,,,IT,Ready to WearLADIES,,RTW ACCESSORHIEAST,1,,€9 5.00,,,€,1 7.10,€,17.10,WFCH01/2023/03/1846-190,CH-2022-000124283,7612501551726,623341700165069990,0.039,0.039,SILK Silk,PRINTED,,,,,,,
WOU00J,L4BA311F CO054,,RTS00054 ART. UV5E0R2S.BIO,BLUE NAVY,44,L,,,PT,Ready to WearLADIES,,RTW CLOTHINGSWEATPANT,1,,€2 00.00,,,€,3 6.00,€,36.00,WFCH01/2023/03/1846-191,CH-2022-000100460,7617659584268,630125200162046290,0.254,0.254,MIX COTTONEX:96Cotton04Nylon,FLEECE,,,,,,,
601948,BYLLET 25277,,CALF RUBBER-CFO00A0TED,BLACK,02,45,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€370.00,,,€,6 6.60,€,66.60,WFCH01/2023/03/1846-192,CH-2022-000100477,7612506376096,623771800264039992,0.711,0.711,CALF M1:100%Calf,RUBBER-COALAFTED,,M2:100%Calf,,PLAIN,M3:100%Calf,,LN:100%Calf
598537,M0BA162F-400243478,,WOOL SOLID F750,INK 15,09,50,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-193,CH-2022-000116336,7612501548429,6233472006 2012000,1.066,1.066,WOOL M1:VirginWool,SOLID,,M2:Cotton,,,,,L1:CU
596181,M4BA125F-523202526,,MIX POLY./COTFT5O8N2 TECHNTOAM FABRRAIKC 19,,09,50,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-194,CH-2022-000118087,7612501239945,6229194006 2034990,0.395,0.395,MIX POLY./CMO1T:T6O4CNO36NY,TECHNO FABRIC,,,,,,,L1:PL
596181,M4BA125F-523202526,,MIX POLY./COTFT5O8N2 TECHNTOAM FABRRAIKC 19,,09,52,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-194,CH-2022-000118087,7612501239952,622919400562034990,0.395,0.395,MIX POLY./CMO1T:T6O4CNO36NY,TECHNO FABRIC,,,,,,,L1:PL
596324,HAVANAS 21399,,CALF PLAIN F020,BLACK,20,1,,,IT,Accessories MENS,,ACC LLG BACKPACK,1,,"€ 1 ,990.00",,,€,3 58.20,€,3 58.20,WFCH01/2023/03/1846-195,CH-2022-000118091,7612501276452,622865100142029100,2.014,2.014,CALF M1:100%Calf,PLAIN,,M2:100%Nylon,,,M3:100%Polyester,,LN:100%Polyester
600228,M7CN450T-8J30829752,,WOOL JACQUAFR1D79,BALLY RED 50,11,1,,,IT,Ready to WearMENS,,RTW ACCESSORSICEASRF,1,,€2 00.00,,,€,3 6.00,€,36.00,WFCH01/2023/03/1846-196,CH-2022-000118079,7612501928122,623488500161171090,0.188,0.188,WOOL VirginWool,JACQUARD,,,,,,,
591938,BELLE 55 W 19557,,BOVINE PLAIN F180,BLACK,21,85,,,IT,Accessories LADIES,,ACC BELTS FIXED,2,,€295.00,,,€,5 3.10,€,1 06.20,WFCH01/2023/03/1846-197,CH-2022-000124281,7612510507950,622158800742033000,0.148,0.296,BOVINE M1:100%Calf,PLAIN,,,,,,,LN:100%BullSplit
591938,BELLE 55 W 19557,,BOVINE PLAIN F180,BLACK,21,95,,,IT,Accessories LADIES,,ACC BELTS FIXED,2,,€295.00,,,€,5 3.10,€,1 06.20,WFCH01/2023/03/1846-197,CH-2022-000124281,7612510507974,622158800542033000,0.148,0.296,BOVINE M1:100%Calf,PLAIN,,,,,,,LN:100%BullSplit
578684,TIANIS-40 06827,,MIX COTTON/SFY9N8T1 STRIPERDED BALLY/BEI1G9E,,,90,,,IT,Accessories MENS,,ACC BELTS FIXED,5,,€2 25.00,,,€,4 0.50,€,2 02.50,WFCH01/2023/03/1846-198,CH-2022-000100455,7612504234879,618722500762171090,0.188,0.940,MIX COTTONM/1SY:PNCT70PP30,STRIPED CALF,,M2:100%Bovine,,PLAIN,,,LN:100%BullSplit
596621,L5BA405F-213222732,,MIX SILK CREPEF D00E0 CHINE BLACK,,15,38,,,IT,Ready to WearLADIES,,RTW CLOTHINGSHIRT,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-199,CH-2022-000110603,7612501287939,6229223006 2061090,0.198,0.198,MIX SILK M1:75AC25SE,CREPE DE CHINE,,M2:Cotton,,,,,
596621,L5BA405F-213222732,,MIX SILK CREPEF D00E0 CHINE BLACK,,15,42,,,IT,Ready to WearLADIES,,RTW CLOTHINGSHIRT,1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-199,CH-2022-000110603,7612501287953,622922300462061090,0.198,0.198,MIX SILK M1:75AC25SE,CREPE DE CHINE,,M2:Cotton,,,,,
598662,DARKON 35 TSP2.1C7N0Y5,,BOVINE SPLIT GFR2A1I0NED,BLACK,19,110,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE/REVERSIBL1,,,€250.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-200,CH-2022-000110615,7612501562708,623368000142033000,0.227,0.227,BOVINE SPLIMT 1:100%Calf,GRAINEDBOVINE SPLIMT 2:100%Bovine,,,,,,,
593230,LAURIEL W 21428,,CALF EMBOSSEFD063,NUDE 16,23,1,,,RO,Accessories LADIES,,ACC SLG BUSINESS CARD HOLDER1,,,€195.00,,,€,3 5.10,€,35.10,WFCH01/2023/03/1846-201,CH-2022-000110615,7612510716796,622491100142023100,0.100,0.100,CALF M1:100%Calf,EMBOSSECDALF,,M2:100%Calf,,PLAIN,,,LN:100%Calf
601440,PAKITO 25322,,CALF GRAINEDF512,02031 MID BRO3W4 N LOND 10,,,,F,IT,Shoes MENS,,SHOES DRIVER,1,,€3 80.00,,,€,6 8.40,€,68.40,WFCH01/2023/03/1846-202,CH-2022-000118063,7612506379295,6237938026 4039992,0.750,0.750,CALF TO:Calf,GRAINEDCALF,,,,PLAIN,,,L1:77Calf14Nylon09Polyurethane
601440,PAKITO 25322,,CALF GRAINEDF512,02031 MID BRO3W4 N LOND 9,,,,F,IT,Shoes MENS,,SHOES DRIVER,3,,€3 80.00,,,€,6 8.40,€,2 05.20,WFCH01/2023/03/1846-202,CH-2022-000118063,7612506379271,623793802864039992,0.750,2.250,CALF TO:Calf,GRAINEDCALF,,,,PLAIN,,,L1:77Calf14Nylon09Polyurethane
597375,BLOOM XS.O 18596,,BOVINE GRAINEF9D12,BLACK,23,1,,,CN,Accessories LADIES,,ACC LLG TOTE,3,,€4 58.00,,,€,8 2.44,€,2 47.32,WFCH01/2023/03/1846-203,CH-2022-000118091,7612501297112,622917700142022100,0.345,1.035,BOVINE M1:100%Calf,GRAINED,,,,,,,LN:100%Cotton
596594,L7LR404K-8S03058801,,WOOL KNITS 10FG108,BONE,16,1,,,IT,Ready to WearLADIES,,RTW ACCESSORSICEASRF,2,,€1 95.00,,,€,3 5.10,€,70.20,WFCH01/2023/03/1846-204,CH-2022-000118082,7612501238030,622994600161171090,0.178,0.356,WOOL Wool,KNITS 10G,,,,,,,
601573,SYLVIE-T-BB 25536,,MIX COTTON/PFO0L3Y8 FABRIC02061 NATURA0L5/MIDNIG,,,36,,E,IT,Shoes LADIES,,SHOES WEDGE SANDAL,1,,€420.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-205,CH-2022-000124275,7612506406946,623822700764039992,0.908,0.908,MIX COTTONM/1P:OCLOY70PL20PC05AF05,FABRIC LAMB,,M2:100%Lamb,,PLAIN,,,LN:100%Goat
601573,SYLVIE-T-BB 25536,,MIX COTTON/PFO0L3Y8 FABRIC02061 NATURA0L5/MIDNIG,,,39,,E,IT,Shoes LADIES,,SHOES WEDGE SANDAL,1,,€420.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-205,CH-2022-000124275,7612506406977,623822700464039992,0.908,0.908,MIX COTTONM/1P:OCLOY70PL20PC05AF05,FABRIC LAMB,,M2:100%Lamb,,PLAIN,,,LN:100%Goat
598132,M5LR572K-7S05050319,,COTTON KNITWF2E4A8R,MANDARINO 509,,50,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 50.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-206,CH-2022-000124284,7612501562296,6233564006 1102000,0.622,0.622,COTTON Cotton,KNITWEAR,,,,,,,
600582,L7GM483T-6S20414740,,SILK PRINTED F503,LINO,16,1,,,IT,Ready to WearLADIES,,RTW ACCESSORCIAERSRE ?,1,,€2 30.00,,,€,4 1.40,€,41.40,WFCH01/2023/03/1846-207,CH-2022-000124284,7612506438282,623750800162141000,0.051,0.051,SILK Silk,PRINTED,,,,,,,
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,48,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 95.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-208,CH-2022-000124287,7612501783684,623579800761101100,0.227,0.227,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,52,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 95.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-208,CH-2022-000124287,7612501783707,623579800561101100,0.227,0.227,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,54,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,2,,€3 95.00,,,€,7 1.10,€,1 42.20,WFCH01/2023/03/1846-208,CH-2022-000124287,7612501783714,623579800461101100,0.227,0.454,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
599562,M5LR603K-8J45023725,,WOOL KNITWEFA6R00,FROST 50,09,56,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 95.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-208,CH-2022-000124287,7612501783721,623579800361101100,0.227,0.227,WOOL M1:70Wool30Cashmere,KNITWEAR,,,,,,,
602259,JANELLE-CNY-W25S531,,LAMB PLAIN F024,25404 LIPSTICK0 158,,37,,E,IT,Shoes LADIES,,SHOES SLIPPER,1,,€620.00,,,€,1 11.60,€,1 11.60,WFCH01/2023/03/1846-209,CH-2022-000100477,7612506353493,623784501164035993,0.513,0.513,LAMB M1:100%Lamb,PLAIN,,,,,,,LN:100%Goat
598537,M0BA162F-400243478,,WOOL SOLID F750,INK 15,09,54,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-210,CH-2022-000100482,7612501548443,623347200462012000,1.066,1.066,WOOL M1:VirginWool,SOLID,,M2:Cotton,,,,,L1:CU
597554,M4BA144F-399043225,,MIX COTTON GFA2B5A1RDINE PAPYRUS 50,,09,46,,,IT,Ready to WearMENS,,RTW CLOTHINGTROUSERS,1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-211,CH-2022-000110604,7612501552044,623350600862034200,0.434,0.434,MIX COTTONM1:60CO37PE03PU,GABARDINE,,,,,,,L1:CO
594130,FRENZ-NEW.O 19642,,CALF PLAIN F007,0300 WHITE,34,10.5,,E,IT,Shoes MENS,,SHOES SNEAKER,1,,€3 85.00,,,€,6 9.30,€,69.30,WFCH01/2023/03/1846-212,CH-2022-000118102,7612510749558,622502800864039992,0.790,0.790,CALF M1:100%Calf,PLAIN SYNTHETIC,,M2:100%Nylon,,FABRIC,M3:100%CalfSplit,,LN:100%Calf
594130,FRENZ-NEW.O 19642,,CALF PLAIN F007,0300 WHITE,34,11,,E,IT,Shoes MENS,,SHOES SNEAKER,1,,€3 85.00,,,€,6 9.30,€,69.30,WFCH01/2023/03/1846-212,CH-2022-000118102,7612510749565,622502800764039992,0.790,0.790,CALF M1:100%Calf,PLAIN SYNTHETIC,,M2:100%Nylon,,FABRIC,M3:100%CalfSplit,,LN:100%Calf
594130,FRENZ-NEW.O 19642,,CALF PLAIN F007,0300 WHITE,34,11.5,,E,IT,Shoes MENS,,SHOES SNEAKER,2,,€3 85.00,,,€,6 9.30,€,1 38.60,WFCH01/2023/03/1846-212,CH-2022-000118102,7612510749572,6225028006 4039992,0.790,1.580,CALF M1:100%Calf,PLAIN SYNTHETIC,,M2:100%Nylon,,FABRIC,M3:100%CalfSplit,,LN:100%Calf
594130,FRENZ-NEW.O 19642,,CALF PLAIN F007,0300 WHITE,34,4,,E,IT,Shoes MENS,,SHOES SNEAKER,1,,€3 85.00,,,€,6 9.30,€,69.30,WFCH01/2023/03/1846-212,CH-2022-000118102,7612510749428,622502802164039992,0.790,0.790,CALF M1:100%Calf,PLAIN SYNTHETIC,,M2:100%Nylon,,FABRIC,M3:100%CalfSplit,,LN:100%Calf
594130,FRENZ-NEW.O 19642,,CALF PLAIN F007,0300 WHITE,34,5,,E,IT,Shoes MENS,,SHOES SNEAKER,1,,€3 85.00,,,€,6 9.30,€,69.30,WFCH01/2023/03/1846-212,CH-2022-000118102,7612510749442,622502801964039992,0.790,0.790,CALF M1:100%Calf,PLAIN SYNTHETIC,,M2:100%Nylon,,FABRIC,M3:100%CalfSplit,,LN:100%Calf
595014,JANELLE BAG 21391,,CALF PLAIN F106,25408 CHERI 1923,,1,,,IT,Accessories LADIES,,ACC LLG SHOULDER BAG,1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-213,CH-2022-000118083,7612501234377,622967300142022100,0.494,0.494,CALF M1:100%Calf,PLAIN,,,,,,,LN:LI51CO49
583206,B BUCKLE 35 M0.T6827,,MIX COTTON/SFY5N6T6 STRIPERDED BALLY/BEI1G9E,,,90,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE,1,,€195.00,,,€,3 5.10,€,35.10,WFCH01/2023/03/1846-214,CH-2022-000124272,7612510506687,622145000762171010,0.247,0.247,MIX COTTONM/1SY:PNCT70PP30,STRIPED CALF,,M2:100%Bovine,,PLAIN,,,
601446,BIENY-T 25288,,MIX POLYESTERF 1F0A0BRIC,0001 BLACK/W0H2ITE,,43,,E,CN,Shoes MENS,,SHOES SNEAKER,1,,€380.00,,,€,6 8.40,€,68.40,WFCH01/2023/03/1846-215,CH-2022-000124275,7612506327661,623770400464041900,0.632,0.632,MIX POLYESMTE1R:PL85RU15,FABRIC CALF,,M2:100%Calf,,PLAIN,M3:100%Polyethylene,,
598651,KYRAH SM.QT 22740,,CALF PLAIN F043,BONE 15,23,1,,,IT,Accessories LADIES,,ACC LLG TOP HANDLE,1,,"€ 1 ,195.00",,,€,2 15.10,€,2 15.10,WFCH01/2023/03/1846-216,CH-2022-000124281,7612501545947,623093500142022100,0.614,0.614,CALF M1:100%Bovine,PLAIN,,,,,,,LN:LI51CO49
592609,M5LR402K-8S01004136,,WOOL KNITS 16FG710,BLUE NAVY,09,48,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER,1,,€3 95.00,,,€,7 1.10,€,71.10,WFCH01/2023/03/1846-217,CH-2022-000124283,7612510699570,622345800761101100,0.395,0.395,WOOL Wool,KNITS 16G,,,,,,,
